seed,factor,train_query,test_query,layer,token,bacc
16132,identity,0,0,0,cls,0.5
16132,identity,0,3,0,cls,0.5
16132,identity,0,0,0,entity0,0.777504105090312
16132,identity,0,3,0,entity0,0.52
16132,identity,0,0,0,entity1,0.6346469622331692
16132,identity,0,3,0,entity1,0.45999999999999996
16132,identity,0,0,0,identity_role,1.0
16132,identity,0,3,0,identity_role,1.0
16132,identity,0,0,0,beneficiary_role,0.6625615763546798
16132,identity,0,3,0,beneficiary_role,0.6000000000000001
16132,identity,0,0,0,concern_context,0.5
16132,identity,0,3,0,concern_context,0.5
16132,identity,0,0,0,query,0.5
16132,identity,0,3,0,query,0.5
16132,identity,0,0,1,cls,1.0
16132,identity,0,3,1,cls,0.66
16132,identity,0,0,1,entity0,0.9761904761904762
16132,identity,0,3,1,entity0,0.6200000000000001
16132,identity,0,0,1,entity1,0.9006568144499179
16132,identity,0,3,1,entity1,0.5
16132,identity,0,0,1,identity_role,1.0
16132,identity,0,3,1,identity_role,1.0
16132,identity,0,0,1,beneficiary_role,0.9285714285714286
16132,identity,0,3,1,beneficiary_role,0.5
16132,identity,0,0,1,concern_context,1.0
16132,identity,0,3,1,concern_context,0.8200000000000001
16132,identity,0,0,1,query,1.0
16132,identity,0,3,1,query,0.5
16132,identity,0,0,2,cls,1.0
16132,identity,0,3,2,cls,0.6
16132,identity,0,0,2,entity0,1.0
16132,identity,0,3,2,entity0,0.62
16132,identity,0,0,2,entity1,1.0
16132,identity,0,3,2,entity1,0.52
16132,identity,0,0,2,identity_role,1.0
16132,identity,0,3,2,identity_role,1.0
16132,identity,0,0,2,beneficiary_role,1.0
16132,identity,0,3,2,beneficiary_role,0.56
16132,identity,0,0,2,concern_context,1.0
16132,identity,0,3,2,concern_context,0.76
16132,identity,0,0,2,query,1.0
16132,identity,0,3,2,query,0.5
16132,identity,0,0,3,cls,1.0
16132,identity,0,3,3,cls,0.6
16132,identity,0,0,3,entity0,1.0
16132,identity,0,3,3,entity0,0.62
16132,identity,0,0,3,entity1,1.0
16132,identity,0,3,3,entity1,0.52
16132,identity,0,0,3,identity_role,1.0
16132,identity,0,3,3,identity_role,1.0
16132,identity,0,0,3,beneficiary_role,1.0
16132,identity,0,3,3,beneficiary_role,0.58
16132,identity,0,0,3,concern_context,1.0
16132,identity,0,3,3,concern_context,0.76
16132,identity,0,0,3,query,1.0
16132,identity,0,3,3,query,0.5
16132,beneficiary,1,1,0,cls,0.5
16132,beneficiary,1,3,0,cls,0.5
16132,beneficiary,1,1,0,entity0,0.625
16132,beneficiary,1,3,0,entity0,0.56
16132,beneficiary,1,1,0,entity1,0.6785714285714286
16132,beneficiary,1,3,0,entity1,0.48000000000000004
16132,beneficiary,1,1,0,identity_role,0.625
16132,beneficiary,1,3,0,identity_role,0.56
16132,beneficiary,1,1,0,beneficiary_role,1.0
16132,beneficiary,1,3,0,beneficiary_role,1.0
16132,beneficiary,1,1,0,concern_context,0.5
16132,beneficiary,1,3,0,concern_context,0.5
16132,beneficiary,1,1,0,query,0.5
16132,beneficiary,1,3,0,query,0.5
16132,beneficiary,1,1,1,cls,1.0
